Block,Trial,ImageName,Response,RT,Correct,ConfidenceLevel
3,1,H_40_Non-Animal_Test.jpg,Non-Animal,1.52636020000136,1,0.7
3,2,M_13_Animal_Test.jpg,Animal,1.763642599999,1,0.35
3,3,H_62_Animal_Test.jpg,Animal,1.85100739999689,1,1
3,4,N_19_Non-Animal_Test.jpg,Non-Animal,1.98645029999898,1,1
3,5,N_10_Animal_Test.jpg,Non-Animal,3.82338070000333,0,0.3
3,6,F_11_Animal_Test.jpg,Animal,3.06186250000246,1,0.35
3,7,N_75_Animal_Test.jpg,Animal,1.87076810000144,1,1
3,8,N_26_Animal_Test.jpg,Animal,1.74012779999975,1,1
3,9,N_48_Animal_Test.jpg,Animal,1.78662950000216,1,1
3,10,F_65_Non-Animal_Test.jpg,Non-Animal,2.30916190000062,1,0.4
3,11,N_32_Non-Animal_Test.jpg,Non-Animal,1.86743150000257,1,1
3,12,M_45_Non-Animal_Test.jpg,Non-Animal,2.63098929999978,1,0.8
3,13,H_10_Animal_Test.jpg,Animal,1.64280399999916,1,1
3,14,M_17_Non-Animal_Test.jpg,Non-Animal,1.96773279999979,1,1
3,15,M_68_Non-Animal_Test.jpg,Non-Animal,2.07873519999703,1,0.65
3,16,F_34_Non-Animal_Test.jpg,Non-Animal,3.20278529999996,1,0.7
3,17,M_23_Animal_Test.jpg,Animal,2.182819499998,1,0.85
3,18,M_62_Animal_Test.jpg,Animal,2.18559930000265,1,0.9
3,19,N_56_Animal_Test.jpg,Animal,1.87431280000237,1,1
3,20,M_11_Animal_Test.jpg,Animal,1.63374490000206,1,1
3,21,N_54_Animal_Test.jpg,Animal,1.76055120000092,1,1
3,22,M_59_Non-Animal_Test.jpg,Non-Animal,2.51318660000106,1,0.6
3,23,H_71_Non-Animal_Test.jpg,Non-Animal,2.20373319999999,1,0.95
3,24,F_61_Non-Animal_Test.jpg,Non-Animal,3.44657329999973,1,0.25
3,25,N_19_Animal_Test.jpg,Animal,2.39898280000125,1,1
3,26,N_16_Non-Animal_Test.jpg,Non-Animal,2.07430349999777,1,1
3,27,F_59_Animal_Test.jpg,Non-Animal,2.85469870000088,0,0.85
3,28,N_11_Animal_Test.jpg,Animal,1.8484421999965,1,1
3,29,N_1_Non-Animal_Test.jpg,Non-Animal,2.44327749999866,1,0.35
3,30,H_20_Non-Animal_Test.jpg,Non-Animal,3.96882689999984,1,0.75
3,31,H_57_Animal_Test.jpg,Animal,1.96365570000125,1,1
3,32,H_4_Animal_Test.jpg,Animal,1.65755869999703,1,1
3,33,N_21_Non-Animal_Test.jpg,Non-Animal,1.75405929999761,1,1
3,34,N_49_Non-Animal_Test.jpg,Non-Animal,2.0972737000011,1,0.8
3,35,M_6_Non-Animal_Test.jpg,Non-Animal,1.51485200000025,1,0.9
3,36,M_56_Non-Animal_Test.jpg,Non-Animal,1.85991610000201,1,0.9
3,37,F_20_Non-Animal_Test.jpg,Non-Animal,2.44841969999834,1,1
3,38,M_55_Non-Animal_Test.jpg,Non-Animal,1.86623220000183,1,0.7
3,39,N_35_Non-Animal_Test.jpg,Non-Animal,1.43993190000037,1,0.9
3,40,M_27_Animal_Test.jpg,Animal,1.87666549999994,1,1
3,41,N_2_Non-Animal_Test.jpg,Non-Animal,1.75510220000069,1,1
3,42,F_31_Animal_Test.jpg,Animal,2.213306499998,1,0.5
3,43,M_1_Animal_Test.jpg,Animal,1.9902293999985,1,0.95
3,44,H_24_Animal_Test.jpg,Animal,1.75232669999968,1,1
3,45,F_9_Non-Animal_Test.jpg,Non-Animal,1.87780760000169,1,1
3,46,M_55_Animal_Test.jpg,Animal,1.64164209999944,1,1
3,47,H_68_Non-Animal_Test.jpg,Non-Animal,1.84940060000008,1,0.35
3,48,F_17_Non-Animal_Test.jpg,Non-Animal,2.29480619999958,1,1
3,49,N_51_Non-Animal_Test.jpg,Non-Animal,2.41020290000233,1,0.3
3,50,M_38_Animal_Test.jpg,Animal,1.76007340000069,1,1
3,51,H_60_Animal_Test.jpg,Animal,1.62189220000073,1,1
3,52,N_49_Animal_Test.jpg,Animal,1.30587580000065,1,0.9
3,53,H_69_Animal_Test.jpg,Animal,2.3781768000008,1,0.45
3,54,H_41_Animal_Test.jpg,Animal,1.85271849999845,1,1
3,55,F_15_Animal_Test.jpg,Non-Animal,2.40643120000095,0,0.7
3,56,F_28_Animal_Test.jpg,Animal,1.98685920000207,1,0.95
3,57,F_18_Non-Animal_Test.jpg,Non-Animal,2.72036420000222,1,0.95
3,58,M_42_Non-Animal_Test.jpg,Non-Animal,2.0844118999994,1,0.4
3,59,N_52_Non-Animal_Test.jpg,Non-Animal,2.17782919999809,1,0.8
3,60,F_30_Animal_Test.jpg,Animal,2.19098260000101,1,0.75
3,61,M_21_Non-Animal_Test.jpg,Non-Animal,1.87182899999971,1,1
3,62,H_55_Non-Animal_Test.jpg,Non-Animal,2.40805220000038,1,0.35
3,63,H_29_Animal_Test.jpg,Animal,1.9815955999984,1,1
3,64,F_44_Animal_Test.jpg,Animal,1.98691429999963,1,1
3,65,M_18_Non-Animal_Test.jpg,Non-Animal,2.4205507000006,1,1
3,66,F_70_Non-Animal_Test.jpg,Animal,2.61721740000212,0,0.3
3,67,N_50_Animal_Test.jpg,Animal,1.78054589999738,1,1
3,68,F_49_Animal_Test.jpg,Animal,1.86059100000057,1,1
3,69,H_13_Animal_Test.jpg,Animal,1.75054079999973,1,1
3,70,H_17_Animal_Test.jpg,Animal,1.74158759999773,1,1
3,71,N_62_Animal_Test.jpg,Animal,1.84152729999914,1,1
3,72,M_12_Non-Animal_Test.jpg,Non-Animal,1.77735700000267,1,0.7
3,73,H_74_Non-Animal_Test.jpg,Non-Animal,1.76873559999876,1,0.9
3,74,H_70_Animal_Test.jpg,Animal,2.74913659999947,1,0.3
3,75,H_73_Animal_Test.jpg,Animal,1.74983249999786,1,1
3,76,M_22_Animal_Test.jpg,Animal,1.77632929999891,1,1
3,77,F_2_Animal_Test.jpg,Animal,2.18156400000225,1,0.35
3,78,M_52_Animal_Test.jpg,Animal,1.73663189999934,1,1
3,79,H_49_Non-Animal_Test.jpg,Non-Animal,2.62404389999938,1,0.4
3,80,N_42_Animal_Test.jpg,Animal,2.09398160000273,1,1
3,81,F_57_Non-Animal_Test.jpg,Non-Animal,2.40699120000136,1,0.35
3,82,N_11_Non-Animal_Test.jpg,Non-Animal,1.98195520000081,1,1
3,83,F_26_Non-Animal_Test.jpg,Non-Animal,1.76175220000005,1,1
3,84,M_28_Non-Animal_Test.jpg,Non-Animal,2.20751179999934,1,0.95
3,85,M_63_Non-Animal_Test.jpg,Non-Animal,1.89377140000215,1,0.65
3,86,F_10_Animal_Test.jpg,Non-Animal,1.63621190000049,0,0.85
3,87,N_53_Non-Animal_Test.jpg,Non-Animal,1.64543849999973,1,1
3,88,F_74_Non-Animal_Test.jpg,Non-Animal,2.53287450000062,1,0.35
3,89,N_37_Non-Animal_Test.jpg,Non-Animal,1.77539099999922,1,0.7
3,90,F_53_Non-Animal_Test.jpg,Non-Animal,1.71707990000141,1,0.95
3,91,F_14_Non-Animal_Test.jpg,Non-Animal,1.74653690000196,1,1
